母猪品种,variety,体况,body_condition,季节,season,胎次,配种前天数,配种后天数,产子后天数,产子数量,断奶后天数,饲料量
二元母猪,5,偏瘦,1,秋,2,6,9,,,,,3.5134715317622995
苏太母猪,4,很胖,4,冬,3,6,,,,,3,3.3285386570267588
二元母猪,5,很瘦,0,夏,1,4,6,,,,,3.6989988195681898
太湖母猪,3,偏瘦,1,秋,2,1,,,,,2,3.6809639946541948
荣昌母猪,1,偏胖,3,冬,3,5,,6,,,,2.3009808542962453
太湖母猪,3,很胖,4,秋,2,3,,,,,1,3.336908602136478
海波儿猪,2,偏瘦,1,夏,1,6,3,,,,,3.3932035755086094
太湖母猪,3,很胖,4,秋,2,6,,,22,6,,5.003384967208948
苏太母猪,4,很胖,4,冬,3,5,7,,,,,3.2415550192545917
太湖母猪,3,标准,2,秋,2,6,,,11,6,,5.133948044591864
苏太母猪,4,标准,2,夏,1,1,1,,,,,3.4092580650297677
荣昌母猪,1,偏瘦,1,夏,1,1,,,8,1,,3.9106412924698097
太湖母猪,3,偏瘦,1,冬,3,2,6,,,,,3.366285228967923
荣昌母猪,1,偏胖,3,冬,3,3,,,,,7,3.1913372438900316
太湖母猪,3,很瘦,0,春,0,6,,6,,,,2.8084163946588925
二元母猪,5,偏胖,3,秋,2,2,,,,,5,3.3905807148243445
苏太母猪,4,偏胖,3,夏,1,4,,,21,4,,4.276003519817889
荣昌母猪,1,偏胖,3,秋,2,6,,6,,,,2.0574269004709667
太湖母猪,3,标准,2,夏,1,1,,6,,,,2.486998963838139
太湖母猪,0,很胖,4,春,0,6,,,,,3,3.2821337099496906
荣昌母猪,1,很胖,4,秋,2,6,,6,,,,2.304707900960473
海波儿猪,2,偏瘦,1,秋,2,1,,6,,,,2.212806773504991
太湖母猪,3,很胖,4,冬,3,2,,,1,2,,3.5821344982974246
海波儿猪,2,标准,2,秋,2,4,9,,,,,3.215676672201109
太湖母猪,3,很瘦,0,冬,3,1,,,,,6,3.6135977099143775
太湖母猪,3,偏瘦,1,秋,2,3,,,,,3,3.306218978680576
太湖母猪,0,标准,2,夏,1,6,,,15,6,,5.311979515990852
海波儿猪,2,偏瘦,1,夏,1,5,,9,,,,2.7376417737767023
苏太母猪,4,很瘦,0,秋,2,2,,,7,2,,3.656382619089082
太湖母猪,0,偏胖,3,冬,3,4,,,,,1,3.4229672531327306
太湖母猪,3,偏瘦,1,秋,2,3,,,,,5,3.525798315993849
二元母猪,5,偏瘦,1,秋,2,3,,,5,3,,4.283541526424267
海波儿猪,2,很瘦,0,冬,3,2,,,,,4,3.555170215648622
太湖母猪,3,很胖,4,冬,3,1,,,,,4,3.212797744446176
荣昌母猪,1,偏胖,3,冬,3,5,8,,,,,2.7867977604737457
苏太母猪,4,标准,2,春,0,6,,8,,,,2.278636445407952
荣昌母猪,1,很胖,4,冬,3,4,4,,,,,3.052447045165124
荣昌母猪,1,偏瘦,1,春,0,2,,4,,,,2.99914881235473
太湖母猪,0,偏胖,3,秋,2,3,,4,,,,2.2320049629004894
海波儿猪,2,偏瘦,1,秋,2,6,,,,,5,3.643548766216887
太湖母猪,3,偏瘦,1,冬,3,4,,4,,,,2.0468787892472666
苏太母猪,4,很瘦,0,秋,2,2,4,,,,,3.4461507935777798
太湖母猪,0,很瘦,0,夏,1,6,,,,,6,3.323672853466098
荣昌母猪,1,偏瘦,1,冬,3,2,,,,,3,3.7918481774168136
荣昌母猪,1,偏胖,3,冬,3,3,,,,,3,3.3444608427548808
太湖母猪,3,标准,2,夏,1,3,6,,,,,3.299999605044443
苏太母猪,4,很瘦,0,春,0,4,,,25,4,,4.794383386378794
二元母猪,5,偏胖,3,秋,2,5,,6,,,,2.33310618194849
太湖母猪,3,偏瘦,1,秋,2,3,,6,,,,2.9656411075934335
苏太母猪,4,很胖,4,夏,1,4,,,,,4,3.2421198804013747
海波儿猪,2,很胖,4,夏,1,6,1,,,,,2.9376971327509014
太湖母猪,3,偏胖,3,秋,2,4,,1,,,,2.9683024406569007
太湖母猪,0,标准,2,冬,3,6,,1,,,,2.562602421382594
海波儿猪,2,偏胖,3,夏,1,4,,1,,,,2.049676556206649
二元母猪,5,标准,2,夏,1,2,7,,,,,3.256871002481515
太湖母猪,3,很胖,4,冬,3,3,,,26,3,,3.905893596284466
荣昌母猪,1,标准,2,夏,1,3,,,,,2,3.577465834777963
二元母猪,5,标准,2,夏,1,5,5,,,,,3.434811004263994
太湖母猪,3,偏胖,3,春,0,4,,5,,,,2.1190995023000814
海波儿猪,2,很胖,4,秋,2,6,,,,,6,3.3054915946774726
荣昌母猪,1,偏胖,3,冬,3,5,,,9,5,,4.7003708321660085
海波儿猪,2,偏瘦,1,春,0,3,,5,,,,3.3788536343808575
苏太母猪,4,偏胖,3,春,0,4,8,,,,,3.1795368014740077
太湖母猪,3,很瘦,0,秋,2,4,,,,,2,3.291685125157095
二元母猪,5,偏瘦,1,秋,2,4,,,,,1,3.5510780814194582
太湖母猪,3,很胖,4,春,0,2,,,9,2,,3.705079427367021
荣昌母猪,1,标准,2,夏,1,5,1,,,,,3.4427318485989056
太湖母猪,0,偏瘦,1,春,0,1,,1,,,,2.202949780501405
苏太母猪,4,偏瘦,1,夏,1,6,,1,,,,2.8840840346747267
苏太母猪,4,偏胖,3,秋,2,1,,1,,,,2.793051666157025
荣昌母猪,1,很瘦,0,春,0,2,,1,,,,2.276225144988425
荣昌母猪,1,偏瘦,1,秋,2,2,,,,,5,3.6004130252564726
太湖母猪,0,很胖,4,夏,1,6,,,,,3,3.204634820476815
荣昌母猪,1,标准,2,春,0,5,,1,,,,2.342953482052621
苏太母猪,4,很胖,4,冬,3,1,,1,,,,2.098733712944384
苏太母猪,4,偏瘦,1,秋,2,6,,,5,6,,5.14728854149395
海波儿猪,2,很胖,4,夏,1,6,5,,,,,2.8157045432572456
苏太母猪,4,偏瘦,1,秋,2,5,,5,,,,3.0508984737391867
荣昌母猪,1,很胖,4,秋,2,3,,5,,,,2.519596832370285
太湖母猪,3,很瘦,0,春,0,4,,,,,1,3.7131480907317513
苏太母猪,4,标准,2,夏,1,3,,,20,3,,4.353875924557524
苏太母猪,4,偏胖,3,秋,2,2,,5,,,,1.8181563009546007
二元母猪,5,很瘦,0,春,0,3,,5,,,,2.070274505899175
荣昌母猪,1,偏胖,3,夏,1,3,,5,,,,2.998468854398704
海波儿猪,2,偏瘦,1,冬,3,4,,5,,,,3.0343607724126094
太湖母猪,0,偏胖,3,夏,1,1,3,,,,,3.281858479093264
海波儿猪,2,偏瘦,1,冬,3,6,,3,,,,2.313119734101386
苏太母猪,4,标准,2,夏,1,2,,,,,5,3.485988945942754
太湖母猪,0,很胖,4,冬,3,1,,3,,,,1.8082505705767025
二元母猪,5,很胖,4,夏,1,5,7,,,,,2.827396768526259
太湖母猪,3,偏瘦,1,冬,3,4,,7,,,,3.0169989395682055
海波儿猪,2,偏胖,3,秋,2,1,,,,,2,3.370402538863594
海波儿猪,2,很瘦,0,春,0,2,,7,,,,2.641006203576187
二元母猪,5,很胖,4,冬,3,6,,,,,6,3.265793051933958
苏太母猪,4,偏胖,3,秋,2,5,,7,,,,2.1812488910547594
海波儿猪,2,标准,2,秋,2,4,9,,,,,3.3188747841159394
太湖母猪,0,很胖,4,春,0,4,,,,,1,3.287323988113071
二元母猪,5,标准,2,冬,3,3,8,,,,,3.444398231873902
荣昌母猪,1,很胖,4,春,0,3,,,17,3,,3.9394004158175706
太湖母猪,0,标准,2,夏,1,4,,8,,,,2.240636750821065
苏太母猪,4,标准,2,秋,2,5,,8,,,,2.690140166113693
苏太母猪,4,偏胖,3,春,0,6,,,20,6,,5.18210114852443
太湖母猪,3,标准,2,春,0,1,,8,,,,2.3423002644280535
苏太母猪,4,很瘦,0,冬,3,2,,8,,,,2.5918303454963847
海波儿猪,2,偏胖,3,秋,2,6,9,,,,,3.1684699051192196
二元母猪,5,标准,2,秋,2,3,,9,,,,2.487862887650808
太湖母猪,0,偏胖,3,夏,1,6,,,,,1,3.309243944468819
苏太母猪,4,偏瘦,1,夏,1,1,,,,,1,3.577493673330976
太湖母猪,0,很胖,4,春,0,4,,,,,6,3.178592652774934
太湖母猪,3,标准,2,春,0,5,,9,,,,2.683813186590777
太湖母猪,3,很胖,4,夏,1,6,,,,,1,3.282238854624404
太湖母猪,3,偏胖,3,夏,1,6,,,16,6,,4.976411482032196
二元母猪,5,标准,2,秋,2,5,,,11,5,,5.035974944006781
太湖母猪,3,偏胖,3,春,0,1,,,,,4,3.283388941352945
二元母猪,5,很瘦,0,夏,1,5,8,,,,,3.448775559012534
二元母猪,5,很胖,4,夏,1,3,6,,,,,2.9117034445084835
海波儿猪,2,很胖,4,秋,2,6,5,,,,,2.969638111158874
海波儿猪,2,偏胖,3,秋,2,6,,,28,6,,5.136478992720324
荣昌母猪,1,很胖,4,夏,1,4,,5,,,,1.6386744352684066
太湖母猪,3,很胖,4,冬,3,6,,,15,6,,4.89320547166133
苏太母猪,4,标准,2,秋,2,1,,5,,,,2.3247325478676886
太湖母猪,0,很胖,4,夏,1,4,,,,,3,3.226876408416349
太湖母猪,3,很瘦,0,冬,3,5,,5,,,,2.640668437371474
二元母猪,5,偏瘦,1,冬,3,1,8,,,,,3.66627769047413
荣昌母猪,1,很胖,4,夏,1,3,,,5,3,,4.0722353362001655
太湖母猪,0,标准,2,夏,1,6,4,,,,,3.1105743902413883
荣昌母猪,1,很胖,4,夏,1,6,,4,,,,1.9371137307284405
太湖母猪,3,偏胖,3,春,0,3,,,27,3,,4.057765544517539
太湖母猪,3,很瘦,0,秋,2,2,,4,,,,2.550157069882898
荣昌母猪,1,偏胖,3,秋,2,6,,,,,3,3.460861796010547
太湖母猪,3,偏胖,3,春,0,2,,4,,,,2.554538247910814
海波儿猪,2,偏瘦,1,春,0,6,9,,,,,3.1615741633017374
海波儿猪,2,偏胖,3,冬,3,3,5,,,,,3.3381573920374072
苏太母猪,4,偏胖,3,夏,1,6,,5,,,,2.2356459585377486
太湖母猪,0,标准,2,春,0,4,,,4,4,,4.410676936324067
二元母猪,5,偏胖,3,秋,2,2,8,,,,,3.1361024751140576
太湖母猪,3,很瘦,0,夏,1,2,6,,,,,2.9947844124141283
太湖母猪,3,偏胖,3,冬,3,2,,,8,2,,3.7089978844357487
荣昌母猪,1,很瘦,0,春,0,2,,,24,2,,4.318285909015587
二元母猪,5,偏瘦,1,冬,3,6,,6,,,,1.9705938175551898
海波儿猪,2,标准,2,冬,3,5,8,,,,,2.8379484280514378
荣昌母猪,1,偏瘦,1,春,0,1,,,,,6,3.5811296039409326
苏太母猪,4,偏胖,3,春,0,3,,8,,,,2.368370116964728
苏太母猪,4,偏胖,3,春,0,6,8,,,,,3.142921751513301
太湖母猪,3,偏胖,3,冬,3,4,,8,,,,2.5501317613368526
二元母猪,5,偏瘦,1,春,0,3,,8,,,,1.7758726528235507
太湖母猪,0,偏胖,3,夏,1,6,,,,,5,3.2698105312336128
海波儿猪,2,偏胖,3,秋,2,5,,8,,,,2.348403399257007
太湖母猪,3,标准,2,秋,2,6,,,,,4,3.404748582107001
二元母猪,5,偏胖,3,夏,1,5,,,,,6,3.3931793515137927
海波儿猪,2,偏瘦,1,秋,2,6,,,,,7,3.3957224339656067
海波儿猪,2,偏胖,3,夏,1,3,2,,,,,2.906804406748378
太湖母猪,3,很胖,4,夏,1,2,,,28,2,,3.7299846158239225
太湖母猪,0,很瘦,0,秋,2,6,8,,,,,3.2567874151047453
太湖母猪,3,标准,2,夏,1,4,,,,,2,3.513454026057801
苏太母猪,4,标准,2,夏,1,5,,8,,,,2.6956079840032685
苏太母猪,4,很瘦,0,冬,3,1,2,,,,,3.6029775648620253
太湖母猪,0,很瘦,0,冬,3,5,,,20,5,,5.1823165034622365
太湖母猪,0,标准,2,春,0,3,,2,,,,3.14629403794613
苏太母猪,4,很胖,4,春,0,6,3,,,,,3.094517894505495
太湖母猪,0,偏瘦,1,春,0,2,,3,,,,2.498062278934988
海波儿猪,2,偏瘦,1,秋,2,6,3,,,,,3.8924549325820954
海波儿猪,2,很瘦,0,夏,1,2,1,,,,,3.528028499389944
太湖母猪,3,很瘦,0,秋,2,4,,,23,4,,4.6873122970711005
苏太母猪,4,很胖,4,秋,2,3,,,17,3,,4.031475783159306
二元母猪,5,偏胖,3,冬,3,1,,,,,6,3.255579664194042
苏太母猪,4,很胖,4,秋,2,3,,,,,4,3.2707600694341425
荣昌母猪,1,标准,2,春,0,1,,,,,1,3.2566996667673016
海波儿猪,2,偏胖,3,夏,1,4,1,,,,,2.9397764099254324
海波儿猪,2,很胖,4,夏,1,1,,1,,,,1.7932016173956362
太湖母猪,3,很胖,4,夏,1,6,,,,,2,3.310023295030376
荣昌母猪,1,偏胖,3,夏,1,2,,1,,,,2.339967951558108
太湖母猪,0,标准,2,冬,3,4,,,15,4,,4.372443030250991
太湖母猪,3,很胖,4,春,0,3,,,,,5,3.2260303839674322
荣昌母猪,1,很瘦,0,秋,2,1,1,,,,,3.288152264843393
海波儿猪,2,偏瘦,1,冬,3,4,,,,,1,3.539106596470342
太湖母猪,3,很胖,4,夏,1,6,5,,,,,3.1697372446052614
海波儿猪,2,标准,2,冬,3,4,,5,,,,2.6277184523702655
海波儿猪,2,偏瘦,1,春,0,2,,5,,,,2.7510987573567234
苏太母猪,4,很胖,4,春,0,1,,,20,1,,3.3815450755565144
太湖母猪,0,很瘦,0,冬,3,4,2,,,,,3.5266900982586384
二元母猪,5,偏瘦,1,春,0,2,,,,,7,3.771980868269251
苏太母猪,4,偏瘦,1,秋,2,2,,2,,,,2.6080179856422934
太湖母猪,0,很瘦,0,冬,3,1,,2,,,,2.269661324595659
太湖母猪,0,很瘦,0,冬,3,2,7,,,,,3.7214209249598347
苏太母猪,4,偏瘦,1,冬,3,4,,,,,6,3.7449368201822644
荣昌母猪,1,标准,2,春,0,4,,,8,4,,4.521779658034801
海波儿猪,2,很瘦,0,秋,2,5,,,19,5,,5.241152495856314
荣昌母猪,1,偏瘦,1,秋,2,2,2,,,,,3.7899783658482735
二元母猪,5,标准,2,夏,1,1,,2,,,,2.28810242954735
太湖母猪,3,很瘦,0,秋,2,6,,2,,,,2.481022851856049
海波儿猪,2,偏胖,3,夏,1,5,,2,,,,2.7392021520108187
海波儿猪,2,偏瘦,1,春,0,5,,,,,3,3.5980115344354573
太湖母猪,3,很胖,4,夏,1,6,,,18,6,,4.955852798175854
太湖母猪,3,偏胖,3,冬,3,5,1,,,,,2.889861335519879
二元母猪,5,很胖,4,秋,2,1,,1,,,,2.8932039209315157
荣昌母猪,1,很胖,4,秋,2,3,,,16,3,,3.8929395931417647
二元母猪,5,偏胖,3,夏,1,4,,,,,3,3.428302113551198
荣昌母猪,1,很瘦,0,春,0,1,,,,,3,3.6502331090979085
二元母猪,5,标准,2,冬,3,3,,,,,3,3.2803202802026523
海波儿猪,2,很瘦,0,春,0,2,,,25,2,,4.072450661394611
苏太母猪,4,标准,2,春,0,1,,,,,4,3.5889512021097847
苏太母猪,4,偏胖,3,夏,1,2,,1,,,,2.672160350204765
海波儿猪,2,很瘦,0,秋,2,6,,,5,6,,5.643598229418253
太湖母猪,0,很瘦,0,春,0,5,,1,,,,2.3356577907683174
海波儿猪,2,很瘦,0,冬,3,6,5,,,,,3.423283946020723
海波儿猪,2,标准,2,冬,3,4,,,13,4,,4.500521240153649
二元母猪,5,标准,2,冬,3,1,,,,,3,3.6034312253735807
太湖母猪,3,标准,2,秋,2,4,3,,,,,3.030725409012207
海波儿猪,2,偏瘦,1,春,0,5,,,,,4,3.6692599344912793
二元母猪,5,偏胖,3,春,0,4,,3,,,,1.5727177737590077
荣昌母猪,1,偏瘦,1,冬,3,4,3,,,,,3.3937893339756906
太湖母猪,0,标准,2,冬,3,6,,,7,6,,5.355342012827431
太湖母猪,3,偏胖,3,冬,3,5,,,6,5,,4.5837357202052775
太湖母猪,0,偏胖,3,秋,2,4,2,,,,,2.8479376795750904
海波儿猪,2,偏瘦,1,秋,2,6,,,,,1,3.722603079774045
太湖母猪,0,偏瘦,1,秋,2,1,,,9,1,,3.713791832723607
二元母猪,5,标准,2,春,0,2,4,,,,,3.011909430907226
海波儿猪,2,偏瘦,1,秋,2,1,,,,,7,3.357939163842596
二元母猪,5,很胖,4,春,0,1,,4,,,,2.7328084842769553
太湖母猪,0,偏瘦,1,冬,3,6,,,16,6,,5.514151717100306
太湖母猪,0,标准,2,春,0,1,,,,,1,3.244101823896257
二元母猪,5,偏胖,3,夏,1,4,,4,,,,2.3867286144809627
太湖母猪,3,偏胖,3,秋,2,5,,,17,5,,4.788916261393794
苏太母猪,4,偏胖,3,春,0,4,,,,,2,3.2879505016665904
海波儿猪,2,很胖,4,秋,2,3,,,17,3,,4.083097438146964
海波儿猪,2,标准,2,春,0,3,,4,,,,2.7002450882324487
太湖母猪,3,偏瘦,1,春,0,2,,,23,2,,3.908683376254341
苏太母猪,4,标准,2,夏,1,5,1,,,,,3.1607744043813155
荣昌母猪,1,偏胖,3,夏,1,2,,,23,2,,3.889604641347649
二元母猪,5,偏胖,3,春,0,3,5,,,,,3.4212325279933493
苏太母猪,4,偏瘦,1,夏,1,6,,,,,3,3.797289017393842
太湖母猪,3,很瘦,0,秋,2,6,9,,,,,3.3159387712128154
苏太母猪,4,很瘦,0,春,0,3,,,2,3,,4.5636208092123685
二元母猪,5,标准,2,秋,2,4,1,,,,,3.3389571701470486
苏太母猪,4,标准,2,秋,2,6,,,,,4,3.3933739222968127
太湖母猪,0,很胖,4,夏,1,1,,1,,,,2.8521555006296126
太湖母猪,3,偏胖,3,夏,1,3,,,,,5,3.3659857707870873
太湖母猪,3,很胖,4,夏,1,5,,1,,,,1.9672678736299272
海波儿猪,2,标准,2,冬,3,2,,1,,,,2.0835921274275004
苏太母猪,4,偏瘦,1,春,0,1,,1,,,,2.9459034502071746
太湖母猪,0,很瘦,0,春,0,4,,,,,5,3.3472406448296215
海波儿猪,2,很瘦,0,秋,2,4,,,5,4,,4.530718470445043
太湖母猪,3,很瘦,0,春,0,6,,1,,,,2.653058887707101
海波儿猪,2,偏瘦,1,春,0,1,6,,,,,2.9395502884757483
二元母猪,5,很瘦,0,秋,2,2,,,,,7,3.691493750386083
荣昌母猪,1,很瘦,0,冬,3,6,,,,,1,3.697727734376522
苏太母猪,4,很瘦,0,夏,1,1,,,,,7,3.614060310083836
太湖母猪,0,很胖,4,春,0,6,,,28,6,,4.969350464973728
荣昌母猪,1,很瘦,0,春,0,4,,,,,2,3.7750008401259003
海波儿猪,2,偏胖,3,夏,1,2,7,,,,,2.8552877427809995
太湖母猪,3,标准,2,冬,3,5,6,,,,,3.3017015359947535
海波儿猪,2,很胖,4,秋,2,4,,6,,,,2.0050995018989872
荣昌母猪,1,很瘦,0,冬,3,2,,,,,7,3.4757064522534664
苏太母猪,4,很胖,4,夏,1,4,7,,,,,3.1695531686443807
海波儿猪,2,很瘦,0,冬,3,2,,7,,,,2.2269575452396864
太湖母猪,0,很胖,4,春,0,1,,,,,4,3.304401164728668
太湖母猪,3,标准,2,春,0,4,3,,,,,3.350260501715998
太湖母猪,0,偏瘦,1,秋,2,4,,3,,,,2.5964843314732904
荣昌母猪,1,偏胖,3,春,0,3,,,10,3,,4.059623718648576
太湖母猪,0,偏瘦,1,春,0,3,,,,,4,3.3501232858566374
太湖母猪,3,偏胖,3,冬,3,2,,3,,,,2.110499581723422
苏太母猪,4,标准,2,夏,1,3,,,,,4,3.3640774215125115
太湖母猪,3,偏瘦,1,夏,1,6,,,17,6,,5.438162900909381
海波儿猪,2,标准,2,夏,1,2,9,,,,,3.2375825023590634
二元母猪,5,偏胖,3,夏,1,4,,,,,6,3.3618913734632034
二元母猪,5,标准,2,春,0,4,,,,,7,3.342641642750496
太湖母猪,3,偏胖,3,春,0,5,,,12,5,,4.735232052197413
荣昌母猪,1,偏胖,3,冬,3,1,4,,,,,3.2554701153760135
荣昌母猪,1,很瘦,0,秋,2,1,,,17,1,,3.3143913830984073
荣昌母猪,1,标准,2,春,0,5,4,,,,,2.856665607460087
二元母猪,5,偏瘦,1,夏,1,2,9,,,,,3.351426601204945
二元母猪,5,很瘦,0,夏,1,2,,,,,3,3.3755579558273014
二元母猪,5,标准,2,夏,1,3,,,,,3,3.6147812209383487
荣昌母猪,1,标准,2,春,0,2,,,,,4,3.43412150680808
太湖母猪,3,很胖,4,秋,2,1,,,22,1,,3.2868679970835752
二元母猪,5,偏胖,3,冬,3,3,4,,,,,3.227675999369929
荣昌母猪,1,标准,2,冬,3,4,6,,,,,3.126109324385746
二元母猪,5,标准,2,秋,2,1,7,,,,,3.4061948995389653
苏太母猪,4,偏胖,3,冬,3,3,,7,,,,1.9725943901301297
荣昌母猪,1,很瘦,0,秋,2,4,,7,,,,2.4829056767872606
海波儿猪,2,偏瘦,1,春,0,2,,,,,7,3.4424206129538293
太湖母猪,3,很瘦,0,春,0,2,,,,,3,3.644613054734704
海波儿猪,2,很胖,4,春,0,1,2,,,,,2.715611132098068
海波儿猪,2,标准,2,冬,3,6,,2,,,,2.1609481873065604
太湖母猪,3,很胖,4,秋,2,6,,,,,1,3.2653899912236137
荣昌母猪,1,标准,2,春,0,5,,,9,5,,4.688628139067918
太湖母猪,3,偏瘦,1,秋,2,2,,2,,,,3.2250147826536533
太湖母猪,0,偏瘦,1,冬,3,6,,,,,1,3.2696667959662147
太湖母猪,0,偏胖,3,冬,3,1,5,,,,,3.2304655542911247
苏太母猪,4,偏瘦,1,秋,2,5,7,,,,,3.7740422661605804
荣昌母猪,1,很瘦,0,春,0,6,5,,,,,3.2415753743403015
荣昌母猪,1,很瘦,0,春,0,5,4,,,,,3.6157382621115577
太湖母猪,3,偏胖,3,冬,3,1,2,,,,,3.0504844841960956
二元母猪,5,很胖,4,春,0,5,,2,,,,2.820864524276325
海波儿猪,2,偏胖,3,夏,1,6,,2,,,,2.1004907001982827
苏太母猪,4,很瘦,0,夏,1,5,,2,,,,2.4344838546079806
太湖母猪,0,偏瘦,1,冬,3,6,,2,,,,2.8092859960217105
苏太母猪,4,偏瘦,1,春,0,2,7,,,,,3.2337839080557265
海波儿猪,2,偏瘦,1,秋,2,6,,,1,6,,5.264441346147974
太湖母猪,3,标准,2,冬,3,4,3,,,,,3.469083454303372
海波儿猪,2,很胖,4,秋,2,5,,,,,3,3.211766285999619
太湖母猪,0,很胖,4,冬,3,3,5,,,,,3.101013665003313
二元母猪,5,偏瘦,1,秋,2,4,,,,,7,3.906706433300649
太湖母猪,3,偏胖,3,冬,3,6,,,,,4,3.3474627048188053
太湖母猪,3,很瘦,0,秋,2,4,,,27,4,,5.056398543802325
二元母猪,5,很胖,4,春,0,2,7,,,,,3.121324764140901
海波儿猪,2,偏胖,3,春,0,3,6,,,,,3.2231924607492037
海波儿猪,2,偏瘦,1,春,0,6,2,,,,,3.2181289494680447
海波儿猪,2,标准,2,夏,1,4,2,,,,,3.219716784527312
太湖母猪,0,偏胖,3,冬,3,5,,2,,,,2.202580373912346
苏太母猪,4,很瘦,0,冬,3,5,5,,,,,4.001604996938496
二元母猪,5,很瘦,0,秋,2,4,,5,,,,2.1628562970735534
太湖母猪,0,标准,2,冬,3,2,,5,,,,2.719126481150869
太湖母猪,0,很胖,4,夏,1,3,,,26,3,,3.9987125143717273
苏太母猪,4,很瘦,0,春,0,1,,5,,,,2.9527560217443303
太湖母猪,0,偏瘦,1,冬,3,6,7,,,,,2.8308551106189244
海波儿猪,2,很瘦,0,夏,1,2,8,,,,,3.0998507404549573
海波儿猪,2,很瘦,0,冬,3,3,,,7,3,,4.735407282433396
太湖母猪,0,偏瘦,1,冬,3,5,,8,,,,2.3120056752455618
太湖母猪,0,标准,2,秋,2,4,,,,,1,3.5474735092663066
海波儿猪,2,标准,2,夏,1,5,,8,,,,1.7412495375390544
海波儿猪,2,标准,2,秋,2,6,,8,,,,2.373139462159789
太湖母猪,0,标准,2,夏,1,3,,,7,3,,4.175210398554945
太湖母猪,0,很瘦,0,冬,3,3,2,,,,,3.912164808258255
太湖母猪,0,标准,2,春,0,4,,,17,4,,4.451400298877284
二元母猪,5,很胖,4,秋,2,3,,,20,3,,3.9688603446426685
太湖母猪,3,偏胖,3,夏,1,3,,,3,3,,3.9698188129193324
荣昌母猪,1,很瘦,0,秋,2,5,2,,,,,3.4926912826232446
太湖母猪,3,偏瘦,1,冬,3,3,,,,,4,3.7433167433368624
海波儿猪,2,标准,2,春,0,1,,2,,,,2.2117529864545022
太湖母猪,0,偏瘦,1,冬,3,2,,,,,3,3.415547219667293
海波儿猪,2,偏胖,3,秋,2,4,7,,,,,2.9926581757440065
太湖母猪,0,很胖,4,秋,2,6,,,,,3,3.302717295622559
海波儿猪,2,很胖,4,冬,3,3,1,,,,,2.888105457615604
苏太母猪,4,标准,2,冬,3,3,,1,,,,2.6654245519843163
苏太母猪,4,很胖,4,秋,2,3,,,3,3,,3.8951290089403368
太湖母猪,0,标准,2,秋,2,1,,1,,,,2.11813130765392
苏太母猪,4,偏瘦,1,秋,2,4,,,,,4,3.7668976132028487
苏太母猪,4,偏瘦,1,秋,2,4,,,28,4,,4.811643383295135
太湖母猪,3,标准,2,春,0,2,,1,,,,2.2013115786556954
二元母猪,5,偏胖,3,秋,2,4,,,,,5,3.4343744546286317
太湖母猪,0,很瘦,0,冬,3,2,,,17,2,,4.260055613897517
荣昌母猪,1,标准,2,冬,3,2,,,1,2,,4.017718398100116
太湖母猪,0,很瘦,0,春,0,6,2,,,,,3.1343629251714358
太湖母猪,0,偏瘦,1,冬,3,3,,,,,4,3.418705797679855
海波儿猪,2,很胖,4,秋,2,5,,,20,5,,4.555900013053119
太湖母猪,0,偏瘦,1,夏,1,6,,2,,,,1.6776625105069027
荣昌母猪,1,很胖,4,冬,3,6,,,8,6,,5.002756894045584
海波儿猪,2,偏瘦,1,春,0,5,,,13,5,,5.17635777211343
太湖母猪,3,很瘦,0,冬,3,1,,,11,1,,3.303667100814896
太湖母猪,3,偏胖,3,春,0,4,,,,,1,3.4706674509139717
苏太母猪,4,偏瘦,1,春,0,3,,,,,1,3.189441125917773
海波儿猪,2,很胖,4,夏,1,4,,,18,4,,4.3430206625441405
荣昌母猪,1,很胖,4,秋,2,5,9,,,,,3.283766175064138
苏太母猪,4,偏胖,3,夏,1,6,9,,,,,3.2372868491325715
海波儿猪,2,偏胖,3,春,0,5,,,,,5,3.2918400612044385
太湖母猪,0,标准,2,夏,1,2,,,,,3,3.5410004125201433
苏太母猪,4,偏瘦,1,春,0,3,5,,,,,3.1364631621612435
苏太母猪,4,很胖,4,秋,2,2,3,,,,,3.178612345878166
太湖母猪,3,很胖,4,春,0,5,,,,,5,3.229565487865366
海波儿猪,2,标准,2,春,0,2,,,8,2,,4.0908199136582075
海波儿猪,2,偏瘦,1,春,0,3,,,,,5,3.8407828171042677
太湖母猪,3,标准,2,春,0,1,,3,,,,1.9959288956523824
二元母猪,5,偏胖,3,秋,2,1,,,,,2,3.347286691933334
海波儿猪,2,偏胖,3,春,0,5,,3,,,,2.824491561127384
苏太母猪,4,很胖,4,秋,2,2,,3,,,,2.311386742395618
苏太母猪,4,标准,2,春,0,3,,,17,3,,4.240059102795975
苏太母猪,4,很胖,4,春,0,6,9,,,,,2.891448274186726
荣昌母猪,1,很瘦,0,夏,1,1,8,,,,,3.4732622043674457
荣昌母猪,1,很瘦,0,夏,1,5,,8,,,,3.10210418574363
太湖母猪,3,偏胖,3,夏,1,5,,,,,4,3.389420522702905
荣昌母猪,1,偏瘦,1,秋,2,6,6,,,,,3.70678464423776
荣昌母猪,1,很瘦,0,秋,2,2,,,26,2,,3.7134427520675874
苏太母猪,4,偏瘦,1,秋,2,3,,,,,2,3.5357451023224176
苏太母猪,4,很瘦,0,夏,1,5,,6,,,,2.9583485626684904
